product_id,sku,name,category_mn,category_code,gender,season,age_min_years,age_max_years,size_label,height_min_cm,height_max_cm,weight_min_kg,weight_max_kg,color,brand,material,price_mnt,stock_qty,stock_status,description_mn
1259,KID-DRE-86-1259,NomadBaby даашинз 86,даашинз,dress,охин,хавар,1,3.41,86,85.8,90.5,10.8,13.9,шар,NomadBaby,ноосон холимог,47400,19,байгаа,шар өнгийн охин хүүхдийн даашинз – өдөр тутмын эдэлгээ даахуйц
1260,KID-OVE-122-1260,Next Kids комбинзон 122,комбинзон,overall,хүү,хавар,7,9.21,122,123.0,128.3,25.2,31.9,ягаан,Next Kids,флис доторлогоотой,38100,28,байгаа,ягаан өнгийн хүү хүүхдийн комбинзон
1261,KID-TOP-68-1261,RainbowCub цамц 68,цамц,top,хүү,зун,1,1.95,68,67.4,72.6,5.8,8.8,улбар шар,RainbowCub,органик хөвөн,31100,21,байгаа,улбар шар өнгийн хүү хүүхдийн цамц – арьсанд ээлтэй органик материалтай
1262,KID-LEG-152-1262,H&M Kids тирко 152,тирко,leggings,unisex,зун,13,14,152,152.4,157.4,40.1,54.5,хөх,H&M Kids,органик хөвөн,25500,7,байгаа,хөх өнгийн unisex хүүхдийн тирко – арьсанд ээлтэй органик материалтай
1263,KID-DRE-86-1263,SoftHug даашинз 86,даашинз,dress,unisex,өвөл,2,3.87,86,84.3,90.6,10.9,14.0,дарс улаан,SoftHug,100% хөвөн,44100,10,байгаа,дарс улаан өнгийн unisex хүүхдийн даашинз – дулаан доторлогоотой
1264,KID-VES-122-1264,Adidas Kids жилет 122,жилет,vest,unisex,all-season,8,8.66,122,122.5,127.6,25.4,32.4,хөх,Adidas Kids,флис доторлогоотой,33700,10,байгаа,хөх өнгийн unisex хүүхдийн жилет – өдөр тутмын эдэлгээ даахуйц
1265,KID-OUT-92-1265,Next Kids куртик 92,куртик,outerwear,хүү,намар,2,4.26,92,92.6,97.5,12.7,15.8,минт ногоон,Next Kids,ус нэвтэрдэггүй даавуу,112300,23,байгаа,минт ногоон өнгийн хүү хүүхдийн куртик
1266,KID-SLE-86-1266,LittleFox пижама 86,пижама,sleepwear,unisex,зун,2,3.69,86,85.3,91.4,10.8,13.7,цамрай ягаан,LittleFox,100% хөвөн,29800,26,байгаа,цамрай ягаан өнгийн unisex хүүхдийн пижама – өдөр тутмын эдэлгээ даахуйц
1267,KID-OUT-92-1267,HappyCloud куртик 92,куртик,outerwear,охин,зун,2,4.3,92,91.5,97.9,12.8,16.4,ягаан,HappyCloud,хөвөн + полиэстер,90900,11,байгаа,ягаан өнгийн охин хүүхдийн куртик
1268,KID-TOP-68-1268,GAP Kids цамц 68,цамц,top,unisex,хавар,0.1,1.75,68,66.3,72.8,5.7,9.4,индиго,GAP Kids,хөвөн + полиэстер,27500,1,байгаа,индиго өнгийн unisex хүүхдийн цамц
1269,KID-DRE-116-1269,Adidas Kids даашинз 116,даашинз,dress,охин,хавар,6,8.35,116,116.6,121.6,22.4,28.0,саарал,Adidas Kids,100% хөвөн,39300,15,байгаа,саарал өнгийн охин хүүхдийн даашинз
1270,KID-SLE-104-1270,H&M Kids пижама 104,пижама,sleepwear,охин,намар,5,5.52,104,103.6,110.4,16.9,21.1,ягаан,H&M Kids,флис доторлогоотой,26600,21,байгаа,ягаан өнгийн охин хүүхдийн пижама
1271,KID-OUT-152-1271,TinyBear куртик 152,куртик,outerwear,охин,all-season,12,14,152,152.9,157.2,40.0,54.9,хөх,TinyBear,100% хөвөн,106300,14,байгаа,хөх өнгийн охин хүүхдийн куртик
1272,KID-VES-146-1272,OshKosh жилет 146,жилет,vest,охин,зун,11,13.01,146,146.8,151.9,35.8,49.7,саарал,OshKosh,ус нэвтэрдэггүй даавуу,33800,5,байгаа,саарал өнгийн охин хүүхдийн жилет
1273,KID-OVE-104-1273,LittleFox комбинзон 104,комбинзон,overall,хүү,өвөл,5,6.5,104,104.8,110.0,16.9,21.5,хөх,LittleFox,флис доторлогоотой,39500,14,байгаа,хөх өнгийн хүү хүүхдийн комбинзон – дулаан доторлогоотой
1274,KID-SLE-86-1274,MongolKids пижама 86,пижама,sleepwear,unisex,намар,1,3.42,86,85.9,91.8,10.5,14.1,ягаан,MongolKids,хөвөн + полиэстер,26900,11,байгаа,ягаан өнгийн unisex хүүхдийн пижама
1275,KID-OUT-86-1275,H&M Kids куртик 86,куртик,outerwear,unisex,хавар,2,3.49,86,84.8,91.1,11.1,13.5,цагаан,H&M Kids,флис доторлогоотой,106700,20,байгаа,цагаан өнгийн unisex хүүхдийн куртик – өдөр тутмын эдэлгээ даахуйц
1276,KID-LEG-68-1276,TinyBear тирко 68,тирко,leggings,unisex,намар,0,1.85,68,66.8,71.1,6.3,9.1,саарал,TinyBear,ноосон холимог,19500,13,байгаа,саарал өнгийн unisex хүүхдийн тирко
1277,KID-VES-128-1277,Adidas Kids жилет 128,жилет,vest,охин,намар,9,9.59,128,128.6,134.6,27.7,36.2,шар,Adidas Kids,100% хөвөн,31100,27,байгаа,шар өнгийн охин хүүхдийн жилет
1278,KID-OUT-128-1278,H&M Kids куртик 128,куртик,outerwear,unisex,all-season,8,10.31,128,128.6,134.8,28.2,36.2,бор,H&M Kids,100% хөвөн,104000,5,байгаа,бор өнгийн unisex хүүхдийн куртик
1279,KID-LEG-104-1279,Mothercare тирко 104,тирко,leggings,охин,зун,5,6.62,104,103.1,110.8,17.4,20.6,хар,Mothercare,органик хөвөн,29900,2,байгаа,хар өнгийн охин хүүхдийн тирко – арьсанд ээлтэй органик материалтай
1280,KID-SET-134-1280,Next Kids костюм 134,костюм,set,unisex,намар,9,11.31,134,134.5,140.9,29.9,40.4,бор,Next Kids,хөвөн + полиэстер,41300,10,байгаа,бор өнгийн unisex хүүхдийн костюм – өдөр тутмын эдэлгээ даахуйц
1281,KID-SKI-68-1281,Adidas Kids юбка 68,юбка,skirt,unisex,хавар,0,1.83,68,67.0,71.4,6.0,9.0,далайн цэнхэр,Adidas Kids,хөвөн + полиэстер,24700,0,дууссан,далайн цэнхэр өнгийн unisex хүүхдийн юбка – өдөр тутмын эдэлгээ даахуйц
1282,KID-TSH-68-1282,Mothercare футболка 68,футболка,tshirt,хүү,all-season,0,1.22,68,67.0,71.1,6.1,8.7,тэнгэрийн хөх,Mothercare,ноосон холимог,20600,21,байгаа,тэнгэрийн хөх өнгийн хүү хүүхдийн футболка
1283,KID-SKI-110-1283,HappyCloud юбка 110,юбка,skirt,unisex,зун,6,7.94,110,110.2,116.0,19.1,24.4,саарал,HappyCloud,100% хөвөн,28700,0,дууссан,саарал өнгийн unisex хүүхдийн юбка
1284,KID-OUT-146-1284,TinyBear куртик 146,куртик,outerwear,хүү,намар,12,13.42,146,146.9,152.8,36.5,50.4,саарал,TinyBear,ноосон холимог,118200,18,байгаа,саарал өнгийн хүү хүүхдийн куртик
1285,KID-LEG-152-1285,Nike Kids тирко 152,тирко,leggings,хүү,намар,13,13.51,152,153.9,158.0,40.3,55.1,лаванда,Nike Kids,ноосон холимог,28900,20,байгаа,лаванда өнгийн хүү хүүхдийн тирко – өдөр тутмын эдэлгээ даахуйц
1286,KID-SKI-116-1286,Fivebaby юбка 116,юбка,skirt,хүү,зун,6,8.29,116,116.2,121.5,22.0,27.9,голт бор,Fivebaby,органик хөвөн,35700,13,байгаа,"голт бор өнгийн хүү хүүхдийн юбка – арьсанд ээлтэй органик материалтай, өдөр тутмын эдэлгээ даахуйц"
1287,KID-SLE-68-1287,Carter's пижама 68,пижама,sleepwear,охин,хавар,0.3,1.52,68,67.9,72.4,5.8,8.7,тэнгэрийн хөх,Carter's,ноосон холимог,25800,2,байгаа,тэнгэрийн хөх өнгийн охин хүүхдийн пижама – өдөр тутмын эдэлгээ даахуйц
1288,KID-TOP-116-1288,Next Kids цамц 116,цамц,top,охин,намар,6,8.35,116,116.3,121.2,21.8,27.9,дарс улаан,Next Kids,флис доторлогоотой,23800,15,байгаа,дарс улаан өнгийн охин хүүхдийн цамц – өдөр тутмын эдэлгээ даахуйц
1289,KID-OUT-122-1289,SoftHug куртик 122,куртик,outerwear,охин,all-season,8,9.74,122,123.3,127.6,25.1,32.3,ногоон,SoftHug,органик хөвөн,70400,9,байгаа,"ногоон өнгийн охин хүүхдийн куртик – арьсанд ээлтэй органик материалтай, өдөр тутмын эдэлгээ даахуйц"
1290,KID-OUT-134-1290,Next Kids куртик 134,куртик,outerwear,охин,өвөл,9,11.28,134,134.9,139.4,29.6,40.0,тэнгэрийн хөх,Next Kids,хөвөн + полиэстер,88800,24,байгаа,тэнгэрийн хөх өнгийн охин хүүхдийн куртик – дулаан доторлогоотой
1291,KID-SET-104-1291,Mothercare костюм 104,костюм,set,unisex,хавар,5,5.59,104,104.2,110.0,17.5,21.2,нойтон цас,Mothercare,100% хөвөн,40600,18,байгаа,нойтон цас өнгийн unisex хүүхдийн костюм – өдөр тутмын эдэлгээ даахуйц
1292,KID-TOP-152-1292,Adidas Kids цамц 152,цамц,top,хүү,all-season,13,14,152,152.2,158.0,39.7,55.4,лаванда,Adidas Kids,ноосон холимог,20900,5,байгаа,лаванда өнгийн хүү хүүхдийн цамц – өдөр тутмын эдэлгээ даахуйц
1293,KID-PAN-80-1293,Zara Kids өмд 80,өмд,pants,хүү,өвөл,1,2.02,80,78.6,83.0,9.2,11.9,лаванда,Zara Kids,ус нэвтэрдэггүй даавуу,36600,24,байгаа,лаванда өнгийн хүү хүүхдийн өмд – дулаан доторлогоотой
1294,KID-TSH-98-1294,TinyBear футболка 98,футболка,tshirt,unisex,намар,4,4.57,98,97.1,103.2,14.5,18.5,ногоон,TinyBear,ус нэвтэрдэггүй даавуу,15700,9,байгаа,ногоон өнгийн unisex хүүхдийн футболка – өдөр тутмын эдэлгээ даахуйц
1295,KID-VES-146-1295,MiniStep жилет 146,жилет,vest,unisex,намар,12,13.4,146,146.4,151.5,35.5,49.7,дарс улаан,MiniStep,флис доторлогоотой,26700,11,байгаа,дарс улаан өнгийн unisex хүүхдийн жилет
1296,KID-OUT-122-1296,MiniStep куртик 122,куртик,outerwear,хүү,хавар,8,9.43,122,123.3,127.9,24.6,31.5,хөх,MiniStep,100% хөвөн,116900,14,байгаа,хөх өнгийн хүү хүүхдийн куртик – өдөр тутмын эдэлгээ даахуйц
1297,KID-TOP-68-1297,Zara Kids цамц 68,цамц,top,хүү,зун,0.2,2.6,68,67.2,71.6,5.6,9.4,улбар шар,Zara Kids,ус нэвтэрдэггүй даавуу,28400,15,байгаа,улбар шар өнгийн хүү хүүхдийн цамц
1298,KID-OVE-134-1298,Nike Kids комбинзон 134,комбинзон,overall,unisex,all-season,10,10.72,134,135.0,140.6,29.7,39.6,дарс улаан,Nike Kids,100% хөвөн,51600,22,байгаа,дарс улаан өнгийн unisex хүүхдийн комбинзон
1299,KID-VES-140-1299,Next Kids жилет 140,жилет,vest,охин,all-season,11,12.13,140,140.6,145.3,33.3,45.2,ягаан,Next Kids,ноосон холимог,29200,19,байгаа,ягаан өнгийн охин хүүхдийн жилет – өдөр тутмын эдэлгээ даахуйц
1300,KID-VES-146-1300,Fivebaby жилет 146,жилет,vest,unisex,хавар,12,13.4,146,147.9,151.0,36.3,49.6,нойтон цас,Fivebaby,100% хөвөн,30500,5,байгаа,нойтон цас өнгийн unisex хүүхдийн жилет
1301,KID-SKI-140-1301,HappyCloud юбка 140,юбка,skirt,unisex,намар,11,12.38,140,140.9,145.1,33.3,45.3,голт бор,HappyCloud,100% хөвөн,30400,8,байгаа,голт бор өнгийн unisex хүүхдийн юбка
1302,KID-TOP-152-1302,BabyStar цамц 152,цамц,top,охин,хавар,13,14,152,152.1,157.7,39.8,55.4,ногоон,BabyStar,хөвөн + полиэстер,24400,10,байгаа,ногоон өнгийн охин хүүхдийн цамц – өдөр тутмын эдэлгээ даахуйц
1303,KID-OUT-128-1303,NomadBaby куртик 128,куртик,outerwear,охин,намар,9,9.53,128,129.7,133.3,27.9,35.8,ягаан,NomadBaby,флис доторлогоотой,97500,0,дууссан,ягаан өнгийн охин хүүхдийн куртик
1304,KID-DRE-140-1304,BabyStar даашинз 140,даашинз,dress,охин,зун,11,12.74,140,140.3,145.1,33.2,45.0,улбар шар,BabyStar,ус нэвтэрдэггүй даавуу,46100,20,байгаа,улбар шар өнгийн охин хүүхдийн даашинз
1305,KID-BOD-134-1305,Carter's onesie 134,onesie,bodysuit,unisex,намар,10,10.96,134,134.8,139.9,30.5,40.1,дарс улаан,Carter's,хөвөн + полиэстер,22600,2,байгаа,дарс улаан өнгийн unisex хүүхдийн onesie
1306,KID-VES-116-1306,BabyStar жилет 116,жилет,vest,охин,зун,7,7.93,116,117.3,122.8,22.1,28.5,хар,BabyStar,ноосон холимог,39300,14,байгаа,хар өнгийн охин хүүхдийн жилет – өдөр тутмын эдэлгээ даахуйц
1307,KID-SET-98-1307,Zara Kids костюм 98,костюм,set,хүү,all-season,4,4.79,98,97.8,102.3,15.2,18.5,дарс улаан,Zara Kids,ноосон холимог,53700,6,байгаа,дарс улаан өнгийн хүү хүүхдийн костюм
1308,KID-PAN-62-1308,BabyStar өмд 62,өмд,pants,охин,зун,0.3,1.6,62,58.0,66.5,4.0,6.9,индиго,BabyStar,флис доторлогоотой,30600,28,байгаа,индиго өнгийн охин хүүхдийн өмд
1309,KID-SET-110-1309,BabyStar костюм 110,костюм,set,хүү,намар,5,7.4,110,110.5,115.6,19.1,24.1,дарс улаан,BabyStar,флис доторлогоотой,58000,8,байгаа,дарс улаан өнгийн хүү хүүхдийн костюм
1310,KID-VES-116-1310,SoftHug жилет 116,жилет,vest,охин,намар,7,8.89,116,116.8,121.6,21.6,27.7,дарс улаан,SoftHug,100% хөвөн,24500,28,байгаа,дарс улаан өнгийн охин хүүхдийн жилет – өдөр тутмын эдэлгээ даахуйц
1311,KID-BOD-134-1311,Carter's onesie 134,onesie,bodysuit,unisex,өвөл,9,11.06,134,135.5,139.3,29.7,40.4,цагаан,Carter's,флис доторлогоотой,28900,16,байгаа,"цагаан өнгийн unisex хүүхдийн onesie – дулаан доторлогоотой, өдөр тутмын эдэлгээ даахуйц"
1312,KID-VES-98-1312,SoftHug жилет 98,жилет,vest,охин,all-season,3,5.24,98,97.5,103.0,15.5,17.6,крем,SoftHug,органик хөвөн,28600,19,байгаа,крем өнгийн охин хүүхдийн жилет – арьсанд ээлтэй органик материалтай
1313,KID-PAN-128-1313,BabyStar өмд 128,өмд,pants,охин,зун,9,9.97,128,129.4,134.8,28.4,36.0,хөх,BabyStar,органик хөвөн,34700,15,байгаа,хөх өнгийн охин хүүхдийн өмд – арьсанд ээлтэй органик материалтай
1314,KID-OUT-134-1314,LittleFox куртик 134,куртик,outerwear,хүү,өвөл,10,11.34,134,134.2,140.0,30.0,40.0,индиго,LittleFox,ноосон холимог,76300,19,байгаа,индиго өнгийн хүү хүүхдийн куртик – дулаан доторлогоотой
1315,KID-SKI-98-1315,Next Kids юбка 98,юбка,skirt,unisex,өвөл,3,5.44,98,98.5,103.8,15.0,17.6,индиго,Next Kids,флис доторлогоотой,21900,13,байгаа,индиго өнгийн unisex хүүхдийн юбка – дулаан доторлогоотой
1316,KID-SKI-152-1316,SoftHug юбка 152,юбка,skirt,хүү,хавар,12,14,152,152.9,158.1,39.8,55.0,цагаан,SoftHug,органик хөвөн,27100,8,байгаа,цагаан өнгийн хүү хүүхдийн юбка – арьсанд ээлтэй органик материалтай
1317,KID-DRE-110-1317,H&M Kids даашинз 110,даашинз,dress,охин,all-season,6,6.61,110,110.4,115.5,19.3,23.9,хар,H&M Kids,флис доторлогоотой,48900,16,байгаа,хар өнгийн охин хүүхдийн даашинз
1318,KID-LEG-128-1318,Mothercare тирко 128,тирко,leggings,охин,намар,9,10.79,128,129.1,133.2,27.8,35.6,ногоон,Mothercare,хөвөн + полиэстер,22500,17,байгаа,ногоон өнгийн охин хүүхдийн тирко
1319,KID-BOD-128-1319,TinyBear onesie 128,onesie,bodysuit,unisex,хавар,9,10.81,128,129.2,133.3,27.9,35.7,ногоон,TinyBear,хөвөн + полиэстер,27100,10,байгаа,ногоон өнгийн unisex хүүхдийн onesie
1320,KID-BOD-140-1320,OshKosh onesie 140,onesie,bodysuit,хүү,all-season,11,12.69,140,141.7,146.6,33.4,45.0,шар,OshKosh,100% хөвөн,18200,6,байгаа,шар өнгийн хүү хүүхдийн onesie
1321,KID-LEG-86-1321,Mothercare тирко 86,тирко,leggings,unisex,зун,2,3.12,86,84.8,90.1,10.7,14.4,саарал,Mothercare,органик хөвөн,29100,13,байгаа,саарал өнгийн unisex хүүхдийн тирко – арьсанд ээлтэй органик материалтай
1322,KID-DRE-152-1322,H&M Kids даашинз 152,даашинз,dress,хүү,all-season,13,14,152,153.6,158.4,39.8,54.7,хөх,H&M Kids,ноосон холимог,37300,5,байгаа,хөх өнгийн хүү хүүхдийн даашинз
1323,KID-SLE-140-1323,Nike Kids пижама 140,пижама,sleepwear,охин,зун,11,11.69,140,140.1,145.4,32.8,44.6,крем,Nike Kids,100% хөвөн,28100,9,байгаа,крем өнгийн охин хүүхдийн пижама
1324,KID-PAN-122-1324,MongolKids өмд 122,өмд,pants,хүү,all-season,8,9.02,122,123.5,127.1,24.5,31.6,бор,MongolKids,ноосон холимог,38900,17,байгаа,бор өнгийн хүү хүүхдийн өмд
1325,KID-TSH-74-1325,Zara Kids футболка 74,футболка,tshirt,unisex,зун,0.4,2.71,74,73.2,78.9,8.0,10.6,ягаан,Zara Kids,флис доторлогоотой,24400,17,байгаа,ягаан өнгийн unisex хүүхдийн футболка – өдөр тутмын эдэлгээ даахуйц
1326,KID-OVE-74-1326,Carter's комбинзон 74,комбинзон,overall,хүү,зун,0.2,1.89,74,72.4,78.0,8.1,11.5,голт бор,Carter's,флис доторлогоотой,60100,14,байгаа,голт бор өнгийн хүү хүүхдийн комбинзон
1327,KID-SKI-92-1327,Fivebaby юбка 92,юбка,skirt,unisex,өвөл,3,4.51,92,92.1,97.1,12.5,16.2,голт бор,Fivebaby,органик хөвөн,29600,6,байгаа,"голт бор өнгийн unisex хүүхдийн юбка – дулаан доторлогоотой, арьсанд ээлтэй органик материалтай"
1328,KID-TOP-134-1328,HappyCloud цамц 134,цамц,top,хүү,өвөл,10,10.68,134,135.6,140.2,30.1,40.2,индиго,HappyCloud,ноосон холимог,24700,5,байгаа,"индиго өнгийн хүү хүүхдийн цамц – дулаан доторлогоотой, өдөр тутмын эдэлгээ даахуйц"
1329,KID-VES-80-1329,Mothercare жилет 80,жилет,vest,unisex,өвөл,0.4,2.9,80,78.2,83.3,9.2,11.6,шар,Mothercare,ноосон холимог,26800,7,байгаа,шар өнгийн unisex хүүхдийн жилет – дулаан доторлогоотой
1330,KID-DRE-128-1330,NomadBaby даашинз 128,даашинз,dress,охин,all-season,8,10.26,128,128.6,133.0,28.2,36.2,саарал,NomadBaby,ус нэвтэрдэггүй даавуу,33000,19,байгаа,саарал өнгийн охин хүүхдийн даашинз – өдөр тутмын эдэлгээ даахуйц
1331,KID-SKI-104-1331,Carter's юбка 104,юбка,skirt,охин,зун,5,5.71,104,103.7,109.6,16.5,20.7,голт бор,Carter's,флис доторлогоотой,29300,26,байгаа,голт бор өнгийн охин хүүхдийн юбка
1332,KID-SET-146-1332,Fivebaby костюм 146,костюм,set,охин,all-season,11,13.2,146,146.2,151.9,35.9,49.7,минт ногоон,Fivebaby,ноосон холимог,34000,18,байгаа,минт ногоон өнгийн охин хүүхдийн костюм
1333,KID-OUT-86-1333,Zara Kids куртик 86,куртик,outerwear,хүү,зун,2,3.79,86,84.2,91.9,11.4,13.6,голт бор,Zara Kids,ус нэвтэрдэггүй даавуу,69600,13,байгаа,голт бор өнгийн хүү хүүхдийн куртик
1334,KID-OUT-140-1334,NomadBaby куртик 140,куртик,outerwear,хүү,хавар,11,12.05,140,141.7,145.8,33.1,44.7,шар,NomadBaby,флис доторлогоотой,117400,2,байгаа,шар өнгийн хүү хүүхдийн куртик
1335,KID-PAN-122-1335,Adidas Kids өмд 122,өмд,pants,хүү,өвөл,8,8.93,122,124.0,127.8,24.6,32.1,улаан,Adidas Kids,ус нэвтэрдэггүй даавуу,32000,16,байгаа,"улаан өнгийн хүү хүүхдийн өмд – дулаан доторлогоотой, өдөр тутмын эдэлгээ даахуйц"
1336,KID-BOD-98-1336,MongolKids onesie 98,onesie,bodysuit,охин,зун,4,5.12,98,97.1,102.5,15.5,18.5,крем,MongolKids,ус нэвтэрдэггүй даавуу,20900,19,байгаа,крем өнгийн охин хүүхдийн onesie
1337,KID-OUT-80-1337,MongolKids куртик 80,куртик,outerwear,unisex,all-season,2,2.72,80,79.6,83.2,8.5,11.9,шар,MongolKids,ноосон холимог,101100,18,байгаа,шар өнгийн unisex хүүхдийн куртик
1338,KID-VES-146-1338,SoftHug жилет 146,жилет,vest,хүү,намар,12,13.29,146,146.4,151.7,35.8,50.2,тэнгэрийн хөх,SoftHug,100% хөвөн,33200,18,байгаа,тэнгэрийн хөх өнгийн хүү хүүхдийн жилет – өдөр тутмын эдэлгээ даахуйц
1339,KID-SKI-86-1339,Zara Kids юбка 86,юбка,skirt,охин,хавар,2,3.93,86,85.2,91.2,11.3,13.6,шар,Zara Kids,ус нэвтэрдэггүй даавуу,23300,18,байгаа,шар өнгийн охин хүүхдийн юбка – өдөр тутмын эдэлгээ даахуйц
1340,KID-SET-146-1340,Nike Kids костюм 146,костюм,set,охин,намар,12,13.63,146,147.3,151.4,36.3,50.0,хар,Nike Kids,ноосон холимог,58700,26,байгаа,хар өнгийн охин хүүхдийн костюм – өдөр тутмын эдэлгээ даахуйц
1341,KID-SET-134-1341,Next Kids костюм 134,костюм,set,охин,зун,10,11.73,134,134.4,140.8,29.7,40.3,хар,Next Kids,хөвөн + полиэстер,45000,23,байгаа,хар өнгийн охин хүүхдийн костюм
1342,KID-DRE-86-1342,MiniStep даашинз 86,даашинз,dress,unisex,өвөл,2,2.51,86,84.7,91.1,11.0,13.9,минт ногоон,MiniStep,100% хөвөн,28200,19,байгаа,минт ногоон өнгийн unisex хүүхдийн даашинз – дулаан доторлогоотой
1343,KID-SLE-104-1343,MiniStep пижама 104,пижама,sleepwear,unisex,хавар,5,5.6,104,103.4,110.4,16.8,20.9,хөх,MiniStep,органик хөвөн,38500,3,байгаа,хөх өнгийн unisex хүүхдийн пижама – арьсанд ээлтэй органик материалтай
1344,KID-BOD-62-1344,MiniStep onesie 62,onesie,bodysuit,unisex,хавар,0.1,1.56,62,58.4,66.3,4.3,6.5,минт ногоон,MiniStep,флис доторлогоотой,29000,13,байгаа,минт ногоон өнгийн unisex хүүхдийн onesie – өдөр тутмын эдэлгээ даахуйц
1345,KID-OUT-62-1345,SoftHug куртик 62,куртик,outerwear,хүү,намар,0.5,1.0,62,58.3,65.0,4.3,7.1,цамрай ягаан,SoftHug,флис доторлогоотой,114100,32,байгаа,цамрай ягаан өнгийн хүү хүүхдийн куртик
1346,KID-SET-152-1346,TinyBear костюм 152,костюм,set,unisex,өвөл,13,14,152,153.4,157.2,40.0,55.4,голт бор,TinyBear,хөвөн + полиэстер,58200,14,байгаа,голт бор өнгийн unisex хүүхдийн костюм – дулаан доторлогоотой
1347,KID-TOP-128-1347,BabyStar цамц 128,цамц,top,хүү,зун,9,10.21,128,129.5,134.6,28.0,36.4,нойтон цас,BabyStar,органик хөвөн,34200,4,байгаа,"нойтон цас өнгийн хүү хүүхдийн цамц – арьсанд ээлтэй органик материалтай, өдөр тутмын эдэлгээ даахуйц"
1348,KID-OVE-92-1348,Uniqlo Kids комбинзон 92,комбинзон,overall,unisex,өвөл,2,4.32,92,91.6,96.6,13.4,15.9,бор,Uniqlo Kids,органик хөвөн,53000,10,байгаа,"бор өнгийн unisex хүүхдийн комбинзон – дулаан доторлогоотой, арьсанд ээлтэй органик материалтай"
1349,KID-SET-134-1349,RainbowCub костюм 134,костюм,set,охин,өвөл,10,11.32,134,134.1,139.2,29.7,39.8,лаванда,RainbowCub,хөвөн + полиэстер,33800,15,байгаа,лаванда өнгийн охин хүүхдийн костюм – дулаан доторлогоотой
1350,KID-SKI-98-1350,MongolKids юбка 98,юбка,skirt,охин,хавар,4,4.7,98,98.7,102.7,14.6,18.2,цамрай ягаан,MongolKids,хөвөн + полиэстер,33400,26,байгаа,цамрай ягаан өнгийн охин хүүхдийн юбка
1351,KID-OUT-122-1351,Next Kids куртик 122,куртик,outerwear,unisex,all-season,7,9.22,122,122.4,127.0,25.1,32.5,бор,Next Kids,хөвөн + полиэстер,109800,0,дууссан,бор өнгийн unisex хүүхдийн куртик – өдөр тутмын эдэлгээ даахуйц
1352,KID-OVE-80-1352,TinyBear комбинзон 80,комбинзон,overall,хүү,өвөл,1,2.38,80,79.3,84.0,9.0,12.0,улаан,TinyBear,хөвөн + полиэстер,57400,10,байгаа,улаан өнгийн хүү хүүхдийн комбинзон – дулаан доторлогоотой
1353,KID-PAN-122-1353,Fivebaby өмд 122,өмд,pants,хүү,намар,8,9.45,122,122.2,127.4,25.1,31.9,шар,Fivebaby,100% хөвөн,33100,17,байгаа,шар өнгийн хүү хүүхдийн өмд
1354,KID-SKI-134-1354,BabyStar юбка 134,юбка,skirt,охин,all-season,10,10.94,134,135.5,140.8,30.4,40.0,шар,BabyStar,хөвөн + полиэстер,34100,19,байгаа,шар өнгийн охин хүүхдийн юбка – өдөр тутмын эдэлгээ даахуйц
1355,KID-LEG-104-1355,GAP Kids тирко 104,тирко,leggings,unisex,зун,5,6.16,104,104.2,110.4,17.1,20.9,дарс улаан,GAP Kids,100% хөвөн,19900,19,байгаа,дарс улаан өнгийн unisex хүүхдийн тирко – өдөр тутмын эдэлгээ даахуйц
1356,KID-SKI-104-1356,Next Kids юбка 104,юбка,skirt,unisex,хавар,5,6.95,104,103.7,110.7,16.7,21.3,улбар шар,Next Kids,органик хөвөн,29100,23,байгаа,улбар шар өнгийн unisex хүүхдийн юбка – арьсанд ээлтэй органик материалтай
1357,KID-LEG-68-1357,HappyCloud тирко 68,тирко,leggings,хүү,зун,0,1.31,68,66.3,72.4,5.7,8.6,тэнгэрийн хөх,HappyCloud,ноосон холимог,21200,20,байгаа,тэнгэрийн хөх өнгийн хүү хүүхдийн тирко
1358,KID-TOP-134-1358,GAP Kids цамц 134,цамц,top,unisex,намар,10,11.38,134,134.9,139.0,30.0,39.8,тэнгэрийн хөх,GAP Kids,ноосон холимог,28200,17,байгаа,тэнгэрийн хөх өнгийн unisex хүүхдийн цамц
1359,KID-TOP-110-1359,LittleFox цамц 110,цамц,top,хүү,өвөл,5,7.15,110,111.1,116.1,19.0,23.6,лаванда,LittleFox,флис доторлогоотой,28400,14,байгаа,"лаванда өнгийн хүү хүүхдийн цамц – дулаан доторлогоотой, өдөр тутмын эдэлгээ даахуйц"
1360,KID-LEG-86-1360,HappyCloud тирко 86,тирко,leggings,unisex,өвөл,2,3.38,86,84.8,91.0,11.1,13.5,хар,HappyCloud,флис доторлогоотой,26700,11,байгаа,"хар өнгийн unisex хүүхдийн тирко – дулаан доторлогоотой, өдөр тутмын эдэлгээ даахуйц"
1361,KID-OVE-152-1361,HappyCloud комбинзон 152,комбинзон,overall,охин,хавар,13,13.98,152,153.6,158.4,40.4,55.5,голт бор,HappyCloud,флис доторлогоотой,36200,19,байгаа,голт бор өнгийн охин хүүхдийн комбинзон
1362,KID-SKI-110-1362,Nike Kids юбка 110,юбка,skirt,unisex,өвөл,6,6.72,110,111.9,116.5,18.7,23.8,далайн цэнхэр,Nike Kids,хөвөн + полиэстер,34300,22,байгаа,далайн цэнхэр өнгийн unisex хүүхдийн юбка – дулаан доторлогоотой
